,ID,Name,Age,Nationality,Overall,Potential,Value,Preferred Foot,Body Type,Position,HeightCM,WeightKG,Grade
2656,203965,V. Fischer,28,Denmark,72,72,2.4,Right,Normal (170-185),SUB,181,79,3
2657,242964,A. Gordon,21,England,75,84,12.5,Right,Lean (170-185),RM,183,74,4
2658,192492,F. Orellana,36,Chile,73,73,1.0,Right,Lean (170-),SUB,168,65,3
2659,260185,22 K. Iwao,33,Japan,69,69,0.7,Right,Normal (170-185),LDM,175,65,3
2660,258262,M. Tolić,25,Croatia,71,72,2.2,Right,Normal (185+),SUB,189,81,3
2661,255343,21 P. Hellebrand,21,Czech Republic,71,81,4.2,Right,Lean (170-185),SUB,180,71,3
2662,253824,22 D. Noboa,26,Ecuador,66,70,1.1,Right,Normal (170-185),LDM,183,79,3
2663,205086,P. Klement,29,Germany,71,71,1.8,Left,Normal (170-185),RES,175,72,3
2664,6207,13 S. Carr,35,Republic of Ireland,71,71,0.13,Right,Stocky (170-185),SUB,175,78,3
2665,251892,Beto,24,Portugal,79,82,24.5,Right,Lean (185+),ST,194,88,4
2666,234945,M. Besuschkow,25,Germany,71,75,2.6,Right,Normal (185+),RCM,187,81,3
2667,234229,R. McCrorie,24,Scotland,69,76,2.6,Right,Normal (185+),RDM,187,80,3
2668,260356,22 S. Nakamura,27,Japan,66,67,0.875,Right,Lean (170-185),RCM,178,70,3
2669,233800,F. Bjørkan,23,Norway,72,77,3.3,Left,Stocky (170-185),SUB,180,74,3
2670,224258,K. Ajer,24,Norway,75,83,11.5,Right,Normal (185+),RCB,196,94,4
2671,203328,S. Hoskins,29,England,65,65,0.7,Right,Normal (170-185),LM,173,67,3
2672,259377,Yeremy Pino,19,Spain,79,87,38.0,Right,Lean (170-185),RM,172,60,4
2673,260209,22 D. Dioses,25,Peru,66,67,1.0,Right,Lean (170-185),LCM,174,70,3
2674,239048,H. Akbunar,28,Turkey,74,74,4.2,Left,Lean (170-),SUB,167,68,3
2675,208523,S. Beltrame,29,Italy,69,69,1.4,Right,Lean (170-185),RDM,183,70,3
2676,253903,22 J. Mancín,21,Venezuela,66,76,1.9,Right,Normal (170-),RES,165,61,3
2677,232623,Y. Ideguchi,25,Japan,67,69,1.3,Right,Normal (170-185),SUB,171,71,3
2678,219914,21 G. Varela,27,Uruguay,72,73,2.5,Right,Normal (170-185),SUB,173,70,3
2679,215353,L. Alario,29,Argentina,78,78,14.0,Right,Normal (185+),ST,185,78,4
2680,264210,M. Gümüşkaya,21,Turkey,67,77,2.3,Left,Lean (170-185),SUB,177,66,3
2681,243350,F. Agu,22,Germany,71,80,4.0,Right,Lean (170-185),SUB,179,69,3
2682,240654,Carles Pérez,24,Spain,75,78,7.5,Left,Normal (170-185),SUB,173,75,4
2683,258407,B. Soppy,20,France,70,81,3.3,Right,Normal (170-185),RM,181,80,3
2684,246877,G. Gaetano,22,Italy,71,79,4.2,Right,Lean (170-185),SUB,175,70,3
2685,265997,A. Magashy,24,Nigeria,64,68,0.85,Right,Normal (170-185),CAM,176,74,2
2686,227939,J. Kouassi,27,Côte d'Ivoire,72,72,2.5,Right,Normal (170-185),SUB,180,82,3
2687,229123,R. Broom,25,Wales,65,69,1.0,Right,Normal (170-185),SUB,177,80,3
2688,269919,Sérgio Conceição,25,Portugal,67,70,1.2,Right,Normal (170-185),RCM,177,71,3
2689,188599,M. Antenucci,37,Italy,73,73,1.0,Right,Normal (170-185),RS,180,76,3
2690,253863,22 R. Luzárraga,30,Ecuador,66,66,0.725,Left,Normal (185+),RES,188,82,3
2691,239947,22 R. Meraz,21,Mexico,68,77,2.7,Right,Normal (170-185),LDM,180,78,3
2692,214862,L. Benegas,33,Chile,71,71,1.2,Left,Stocky (170-185),LS,180,81,3
2693,254910,T. Sakamoto,25,Japan,70,73,2.1,Right,Lean (170-),LS,170,63,3
2694,241412,22 A. Preciado,26,Ecuador,72,72,2.6,Right,Lean (170-185),RES,181,72,3
2695,142720,20 C. Araujo,37,Argentina,71,71,0.275,Right,Normal (170-185),SUB,172,69,3
2696,225998,A. McEneff,26,Republic of Ireland,65,66,0.825,Right,Normal (170-185),RCM,175,70,3
2697,255037,22 S. Abe,23,Japan,67,71,1.3,Right,Normal (170-185),LCM,171,67,3
2698,212273,C. Njie,28,Cameroon,73,73,3.1,Right,Normal (170-185),SUB,175,68,3
2699,252508,K. Kozłowski,18,Poland,68,84,3.1,Right,Normal (170-185),RES,178,68,3
2700,235526,D. Geiger,24,Germany,75,80,8.5,Right,Lean (170-185),RCM,173,67,4
2701,238555,J. Savarino,25,Venezuela,73,76,4.0,Right,Lean (170-),RM,169,66,3
2702,183125,T. Deeney,34,England,71,71,0.9,Right,Stocky (170-185),RS,183,90,3
2703,258536,22 Cedric Teguía,19,Spain,65,80,1.7,Left,Normal (170-185),SUB,180,74,3
2704,251076,A. Șut,23,Romania,67,74,1.9,Right,Normal (185+),RCM,186,77,3
2705,218232,N. Vargas,28,Chile,68,68,1.0,Right,Stocky (170-185),RCB,175,75,3
2706,260183,Jair,27,Brazil,64,64,0.625,Right,Lean (170-185),LCM,174,68,2
2707,253136,G. Michailidis,22,Greece,71,79,3.9,Left,Normal (185+),RES,188,85,3
2708,266687,Tiago Ribeiro,20,Portugal,65,81,1.8,Left,Lean (185+),RES,185,73,3
2709,253811,E. Páucar,25,Peru,67,70,1.2,Right,Normal (170-185),SUB,177,72,3
2710,204193,T. Trybull,29,Germany,71,71,1.6,Right,Lean (170-185),LDM,181,72,3
2711,188166,M. Phillips,31,Scotland,70,70,1.3,Right,Stocky (170-185),LM,183,75,3
2712,204121,J. Brabec,29,Czech Republic,74,74,0,Right,Normal (185+),CB,186,77,3
2713,260020,Y. Vertessen,21,Belgium,73,78,4.7,Right,Normal (170-185),SUB,176,68,3
2714,202465,R. Towell,30,Republic of Ireland,64,64,0.55,Right,Normal (170-185),SUB,173,66,2
2715,219655,F. Zampano,28,Italy,72,72,2.1,Right,Normal (170-185),RB,177,74,3
2716,258714,E. Valeri,23,Italy,69,75,2.1,Left,Normal (170-185),LB,180,78,3
2717,229469,22 J. Meneses,28,Chile,75,75,5.5,Right,Normal (170-),LM,163,65,4
2718,194365,22 S. Okazaki,35,Japan,68,68,0.525,Right,Normal (170-185),SUB,174,70,3
2719,267618,22 R. Román,25,Bolivia,65,68,0.95,Right,Normal (170-185),RES,175,78,3
2720,225539,D. Solanke,24,England,75,79,8.0,Right,Lean (185+),ST,187,80,4
2721,246159,E. Laird,20,England,70,82,3.7,Right,Lean (170-185),RES,177,66,3
2722,253138,T. Tsingaras,21,Greece,70,79,3.4,Right,Normal (170-185),SUB,175,70,3
2723,210644,E. Marcondes,27,Denmark,70,70,1.7,Right,Normal (170-185),SUB,182,75,3
2724,235899,22 D. Zeefuik,23,Netherlands,73,78,4.3,Right,Normal (170-185),SUB,177,76,3
2725,263383,S. Lončar,25,Bosnia and Herzegovina,70,74,2.0,Left,Normal (185+),SUB,187,74,3
2726,247888,S. Esposito,19,Italy,70,85,3.8,Right,Lean (185+),RS,186,75,3
2727,237109,O. Karavaev,30,Ukraine,73,73,2.9,Right,Normal (170-185),RB,175,71,3
2728,178365,17 H. Alla,35,Morocco,66,66,0.21,Left,Lean (170-185),LCM,181,78,3
2729,183527,22 J. Spearing,32,England,65,65,0.475,Right,Normal (170-185),SUB,171,71,3
2730,223344,Wei Shihao,27,China PR,68,69,1.4,Right,Lean (170-185),LS,178,65,3
2731,235164,21 L. Mora,32,Italy,67,67,0.8,Left,Normal (170-185),LCM,183,80,3
2732,211785,B. Garuccio,27,Australia,67,68,1.1,Left,Normal (170-185),LB,174,73,3
2733,253908,M. Luna Diale,23,Argentina,69,78,3.1,Right,Normal (170-185),LS,173,71,3
2734,233550,S. Grandsir,25,France,69,70,1.7,Right,Stocky (170-),SUB,170,65,3
2735,265504,22 D. Luna,30,Ecuador,70,70,1.5,Left,Lean (170-),CAM,165,64,3
2736,257484,22 T. Oosting,21,Netherlands,66,75,1.9,Left,Normal (170-185),RES,176,70,3
2737,248870,B. Ojeda,22,Paraguay,70,80,3.4,Right,Normal (170-185),RES,172,68,3
2738,178372,21 B. Ivanović,36,Serbia,74,74,0.75,Right,Stocky (185+),SUB,185,91,3
2739,240097,F. Downes,23,England,70,76,2.3,Right,Lean (170-185),SUB,173,70,3
2740,243392,R. Matondo,21,Wales,73,82,7.0,Right,Lean (170-185),SUB,175,66,3
2741,226686,M. Christiansen,25,Germany,71,74,2.2,Right,Normal (185+),CDM,185,82,3
2742,231240,E. Mor,24,Turkey,73,76,4.2,Left,Lean (170-),RES,169,60,3
2743,197975,S. Morsy,30,Egypt,67,67,0.975,Right,Stocky (170-185),LCM,173,75,3
2744,226005,22 I. Santillán,30,Peru,67,67,0.875,Left,Lean (170-185),SUB,172,70,3
2745,204024,C. Kramer,31,Germany,77,77,7.5,Right,Lean (185+),SUB,191,80,4
2746,239498,B. Henning,27,Germany,68,68,1.3,Right,Lean (170-185),CAM,172,73,3
2747,193092,M. Rojas,30,New Zealand,71,71,0,Right,Normal (170-),SUB,168,64,3
2748,177610,21 Javi Martínez,31,Spain,78,78,10.0,Right,Normal (185+),SUB,189,89,4
2749,233050,M. Smith,22,Wales,66,77,1.9,Right,Lean (170-185),SUB,175,71,3
2750,246594,H. Massengo,20,France,69,81,3.2,Right,Lean (170-185),SUB,175,70,3
2751,241269,A. Bruus,23,Denmark,68,73,1.7,Right,Normal (170-185),RWB,184,79,3
2752,234927,R. Edwards,26,Canada,66,66,0.85,Left,Lean (170-185),LB,173,68,3
2753,260265,Á. Quiroga,27,Bolivia,67,68,1.2,Right,Lean (170-185),LCM,175,72,3
2754,184387,22 J. Bostock,29,England,65,65,0.6,Left,Normal (185+),CDM,188,84,3
2755,243780,Lee Kang In,21,Korea Republic,73,81,7.0,Left,Lean (170-185),SUB,173,68,3
2756,258393,Y. Cimignani,20,France,70,80,3.5,Right,Lean (170-185),LM,176,68,3
2757,231951,R. Williams,25,England,66,69,1.1,Left,Lean (170-185),SUB,173,76,3
2758,254375,D. Rojas,22,Bolivia,64,73,1.3,Right,Normal (170-),RDM,169,71,2
2759,122445,14 K. Quansah,30,Ghana,66,66,0.4,Right,Normal (170-185),CDM,172,66,3
2760,258580,K. Aktürkoğlu,23,Turkey,75,81,9.0,Right,Lean (170-185),LM,173,71,4
2761,232381,Wesley,25,Brazil,74,78,6.0,Right,Stocky (185+),RS,191,93,3
2762,266836,22 M. Kané,24,Guinea,70,75,2.2,Right,Normal (170-185),SUB,172,66,3
2763,262414,André Franco,24,Portugal,73,79,4.8,Left,Lean (170-185),SUB,177,70,3
2764,261204,M. Uzuni,27,Albania,75,75,6.0,Right,Stocky (170-185),LM,178,64,4
2765,240342,H. Duljević,28,Bosnia and Herzegovina,69,69,1.4,Right,Normal (185+),SUB,185,82,3
2766,260593,G. Abrego,22,Argentina,69,77,3.1,Right,Lean (170-185),RCM,184,75,3
2767,260407,E. Wahi,19,France,74,84,9.0,Right,Normal (170-185),ST,184,74,3
2768,262397,L. Brouwers,24,Netherlands,69,74,1.9,Right,Normal (170-185),LCM,183,76,3
2769,242112,22 E. Bello,25,Venezuela,73,74,3.6,Right,Normal (170-185),RM,176,72,3
2770,240451,J. Beste,23,Germany,68,76,2.7,Left,Lean (170-185),LM,176,66,3
2771,266755,V. Dubinchak,24,Ukraine,70,75,2.2,Left,Lean (170-185),LB,173,62,3
2772,246960,M. Ihattaren,20,Netherlands,73,83,6.5,Left,Normal (170-185),RES,183,75,3
2773,212878,22 N. Castillo,28,Chile,72,72,2.4,Right,Stocky (170-185),RES,177,81,3
2774,155355,Lee Chung Yong,33,Korea Republic,70,70,1.0,Right,Lean (170-185),RM,180,70,3
2775,239738,22 J. Angulo,23,Mexico,72,79,4.4,Left,Normal (170-185),LB,179,81,3
2776,262815,G. Kotsiras,29,Greece,72,72,2.1,Right,Normal (170-185),RB,183,77,3
2777,229980,C. Montes,25,Mexico,77,82,0,Right,Normal (185+),RCB,191,70,4
2778,233411,C. Adjapong,24,Italy,72,79,4.5,Right,Normal (170-185),RES,180,75,3
2779,232090,G. Aburjania,27,Georgia,67,68,1.2,Right,Lean (185+),LCM,186,75,3
2780,226221,Aritz Elustondo,28,Spain,82,83,29.0,Right,Lean (170-185),RCB,180,71,4
2781,227274,22 D. Barbona,26,Argentina,74,74,4.6,Right,Normal (170-185),SUB,179,69,3
2782,258505,M. Braunöder,20,Austria,66,80,2.1,Right,Lean (170-185),RDM,174,67,3
2783,214325,19 J. Gómez,30,Colombia,63,63,0.275,Right,Normal (170-185),CDM,172,70,2
2784,225668,K. Grant,24,England,73,77,4.4,Right,Normal (170-185),ST,182,70,3
2785,261532,A. Teuten,23,Uruguay,69,72,1.8,Left,Normal (170-185),LB,173,72,3
2786,238274,F. Coman,24,Romania,69,73,2.0,Right,Lean (170-185),ST,182,72,3
2787,213933,L. Wahlqvist,25,Sweden,68,73,1.6,Right,Lean (170-185),CB,183,80,3
2788,262500,Olasagasti,21,Spain,67,76,2.3,Left,Normal (170-185),RES,176,74,3
2789,262479,Rubén Sánchez,21,Spain,68,81,2.8,Right,Normal (185+),RES,185,73,3
2790,254120,T. Doyle,20,England,66,80,2.1,Right,Lean (170-185),SUB,179,72,3
2791,258626,D. Sinani,25,Luxembourg,70,73,2.1,Left,Normal (185+),SUB,185,73,3
2792,247771,O. Deman,22,Belgium,68,78,2.7,Left,Lean (170-185),LW,181,70,3
2793,231873,Joni Montiel,23,Spain,69,77,3.1,Left,Lean (170-185),SUB,173,67,3
2794,246192,I. Vukotić,23,Montenegro,66,73,1.7,Left,Lean (185+),SUB,191,78,3
2795,268782,B. Al Rawi,24,Qatar,68,75,0,Right,Normal (170-185),RCB,176,74,3
2796,216460,J. Giménez,27,Uruguay,83,85,38.5,Right,Normal (185+),CB,185,80,4
2797,234889,F. Jensen,24,Finland,70,75,2.4,Right,Normal (170-185),SUB,183,78,3
2798,236457,D. Giannoulis,26,Greece,73,74,3.3,Left,Lean (170-185),LB,178,71,3
2799,193584,G. Burgstaller,33,Austria,72,72,1.5,Right,Normal (185+),ST,187,80,3
2800,255058,20 R. Di Leonardo,25,Argentina,66,69,0.8,Right,Stocky (170-185),SUB,171,76,3
2801,200841,C. Jenkinson,30,England,67,67,0.875,Right,Normal (185+),RB,185,77,3
2802,173212,17 P. De Ceglie,29,Italy,69,69,0.75,Left,Lean (170-185),RES,184,75,3
2803,246847,M. Sykes,24,Republic of Ireland,66,69,1.2,Right,Lean (170-185),RWB,182,74,3
2804,236681,M. Thurnwald,23,Austria,65,70,1.0,Right,Lean (170-185),RB,172,68,3
2805,199665,22 J. Cools,30,Belgium,69,69,1.2,Right,Lean (185+),SUB,189,75,3
2806,224395,B. Bahn,29,Germany,67,67,1.0,Right,Lean (170-185),CAM,180,69,3
2807,222204,Cao Yunding,32,China PR,70,70,1.3,Right,Lean (170-185),LM,173,70,3
2808,232669,S. Singh,23,New Zealand,70,78,3.5,Left,Lean (170-185),SUB,177,70,3
2809,192227,S. Mustafi,30,Germany,73,73,2.5,Right,Normal (170-185),SUB,184,83,3
2810,216452,Gonçalo Paciência,27,Portugal,74,74,4.6,Right,Normal (170-185),LS,184,81,3
2811,262480,R. Ilie,19,Romania,69,81,3.3,Right,Normal (170-185),SUB,183,73,3
2812,198019,P. Testroet,31,Germany,71,71,1.6,Right,Stocky (185+),LS,185,86,3
2813,202851,G. Defrel,31,France,76,76,6.5,Left,Lean (170-185),SUB,180,79,4
2814,253320,21 A. Manchot,32,Argentina,69,69,0.9,Right,Normal (185+),LCB,186,85,3
2815,253816,C. Larotonda,23,Venezuela,68,79,2.5,Right,Normal (170-185),CDM,175,73,3
2816,258632,M. Vulić,25,Serbia,69,74,1.9,Right,Normal (170-185),CDM,183,74,3
2817,226579,22 A. Zendejas,23,Mexico,70,76,2.5,Left,Normal (170-),RM,165,64,3
2818,254874,22 K. Kitazume,29,Japan,66,66,0.85,Right,Normal (170-185),SUB,177,74,3
2819,224265,J. Williams,25,England,70,74,2.0,Right,Normal (185+),LCM,185,80,3
2820,241947,F. Amuzu,22,Belgium,71,78,3.8,Right,Normal (170-),RM,170,66,3
2821,210004,B. Saller,29,Germany,69,69,1.2,Right,Normal (170-185),RB,178,72,3
2822,268771,B. Khoukhi,31,Qatar,71,71,0,Right,Normal (170-185),CB,183,76,3
2823,231580,A. Evans,23,England,65,71,1.1,Right,Lean (185+),RCM,186,80,3
2824,261446,M. Aydin,20,Germany,67,80,2.3,Right,Normal (170-185),SUB,179,76,3
2825,230136,J. Thompson,25,Northern Ireland,67,72,1.5,Left,Normal (170-185),SUB,175,65,3
2826,261015,22 T. Palacios,20,Argentina,67,80,2.5,Right,Lean (170-),SUB,165,61,3
2827,225077,S. Fet,25,Norway,68,72,1.7,Right,Lean (170-185),SUB,178,74,3
2828,189157,22 Y. Bolasie,32,Congo DR,71,71,1.5,Right,Normal (185+),SUB,185,84,3
2829,259048,J. Fortelný,23,Czech Republic,69,75,2.2,Right,Lean (170-185),LDM,174,67,3
2830,215716,A. Mitrović,27,Serbia,78,79,16.5,Right,Stocky (185+),ST,189,90,4
2831,231137,D. Črnigoj,26,Slovenia,70,72,2.0,Right,Normal (185+),SUB,185,70,3
2832,205431,N. Füllkrug,29,Germany,75,75,5.5,Right,Normal (185+),RS,189,83,4
2833,161938,M. Boselli,37,Argentina,76,76,2.6,Right,Normal (170-185),RS,181,70,4
2834,236454,S. Doumbia,25,Côte d'Ivoire,73,77,3.9,Left,Lean (170-185),LB,175,64,3
2835,236937,A. Melgalvis,32,Norway,65,65,0.5,Right,Normal (170-185),RWB,178,73,3
2836,269742,M. Timm,30,South Africa,66,66,0.725,Right,Lean (170-),RCM,170,68,3
2837,215064,22 J. Furch,31,Argentina,75,75,4.8,Right,Normal (185+),RS,188,88,4
2838,270218,O. Gürbulak,29,Turkey,66,66,0.825,Right,Normal (170-185),CDM,178,70,3
2839,228332,H. Choudhury,24,England,73,76,3.8,Right,Lean (170-185),SUB,178,64,3
2840,242002,G. Mainero,27,Argentina,68,68,1.3,Right,Normal (170-185),RM,177,76,3
2841,270273,A. Du Preez,24,South Africa,69,73,2.0,Left,Normal (170-185),SUB,176,67,3
2842,257111,J. Le Douaron,24,France,72,76,3.4,Left,Lean (185+),SUB,189,78,3
2843,198817,R. Amalfitano,32,France,70,70,1.3,Right,Normal (170-185),RDM,173,68,3
2844,178773,20 N. Dimitrov,31,Bulgaria,72,72,0,Left,Normal (170-185),SUB,175,76,3
2845,207641,22 B. Carrasco,30,Chile,67,67,0.975,Right,Lean (170-185),RM,172,71,3
2846,257293,22 S. Sithole,22,South Africa,70,78,3.4,Right,Normal (185+),RCM,188,80,3
2847,194138,22 A. Gray,30,Jamaica,72,72,2.3,Right,Normal (170-185),RS,180,78,3
2848,256035,K. Sulemana,20,Ghana,75,85,12.5,Right,Lean (170-185),SUB,174,69,4
2849,204444,Y. Wildschut,30,Suriname,65,65,0.7,Right,Stocky (185+),SUB,187,86,3
2850,237916,W. Smallbone,22,Republic of Ireland,67,77,2.3,Right,Lean (170-185),SUB,173,61,3
2851,246937,Um Won Sang,23,Korea Republic,72,80,5.0,Right,Normal (170-185),SUB,171,63,3
2852,219216,J. Windass,28,England,68,68,1.2,Right,Normal (170-185),LS,175,68,3
2853,229456,L. Dickmann,25,Italy,72,75,2.9,Right,Normal (170-185),RB,177,70,3
2854,251532,M. Elia,24,Congo DR,72,77,3.6,Right,Normal (170-185),RS,173,67,3
2855,261145,D. Špikić,23,Croatia,70,75,2.4,Right,Normal (170-185),RW,183,79,3
2856,235077,B. Riascos,27,Colombia,70,70,1.7,Right,Stocky (170-185),ST,183,80,3
2857,258263,N. Ninua,23,Georgia,66,71,1.3,Left,Lean (185+),RES,186,73,3
2858,254247,M. Mohamed,24,Egypt,74,81,8.5,Right,Stocky (185+),SUB,185,78,3
2859,253399,O. Edvardsen,23,Norway,66,70,1.2,Left,Normal (170-185),LM,175,70,3
2860,210870,22 G. Zhukov,26,Kazakhstan,65,66,0.825,Right,Normal (170-185),SUB,172,76,3
2861,253181,A. Tosin,24,Benin,69,76,2.8,Right,Stocky (170-185),LS,179,75,3
2862,243871,S. High,21,Scotland,65,76,1.6,Right,Lean (170-185),SUB,177,65,3
2863,246683,L. Agoumé,20,France,71,82,3.9,Right,Lean (185+),SUB,188,72,3
2864,231410,Brahim,22,Spain,78,86,31.5,Right,Lean (170-185),CAM,171,59,4
2865,210020,P. Weihrauch,28,Germany,66,66,0.85,Right,Lean (170-185),SUB,181,74,3
2866,254023,22 J. Julio,22,Ecuador,67,72,1.6,Right,Normal (170-),SUB,168,68,3
2867,255210,A. Slimane,21,Tunisia,69,78,3.1,Right,Stocky (185+),CAM,188,80,3
2868,258846,A. Álvarez Martínez,21,Uruguay,72,80,5.5,Right,Lean (170-185),ST,177,75,3
2869,167512,S. Whalley,34,England,63,63,0.22,Right,Normal (170-185),RM,176,67,2
2870,262412,L. Rosier,23,France,69,76,2.8,Right,Lean (185+),LCM,190,82,3
2871,235824,T. Alarcón,23,Chile,72,81,4.9,Right,Lean (170-185),SUB,174,68,3
2872,254296,K. Yılmaz,21,Turkey,63,77,1.2,Right,Lean (170-185),RDM,178,67,2
2873,163925,A. Diamanti,39,Italy,73,73,1.0,Left,Normal (170-185),SUB,180,75,3
2874,138956,G. Chiellini,37,Italy,84,84,7.5,Left,Normal (185+),LCB,187,85,4
2875,164859,T. Walcott,33,England,72,72,1.5,Right,Lean (170-185),SUB,176,68,3
2876,208852,K. Morris,28,England,64,64,0.6,Left,Normal (170-185),RM,178,71,2
2877,204366,22 J. Locadia,27,Netherlands,70,70,1.7,Right,Normal (185+),RES,185,87,3
2878,222515,Z. Ferhat,29,Algeria,72,72,2.3,Right,Normal (170-185),SUB,180,70,3
2879,259961,L. Ursino,33,Argentina,67,67,0.625,Right,Normal (170-185),LCM,180,77,3
2880,254628,21 N. Rodríguez,28,Uruguay,68,68,1.1,Right,Normal (170-185),RWB,183,79,3
2881,243792,Iñigo Vicente,24,Spain,71,77,3.0,Right,Lean (170-185),LM,178,70,3
2882,261629,21 F. Ngah,22,Cameroon,69,74,0,Left,Normal (170-185),LB,177,75,3
2883,242381,M. Hoedemakers,24,Netherlands,69,74,1.9,Left,Normal (170-185),CDM,181,75,3
2884,252038,Romário Baró,22,Portugal,70,80,3.6,Right,Lean (170-185),RES,180,66,3
2885,239712,M. Okugawa,26,Japan,75,77,7.0,Left,Lean (170-185),RCM,177,62,4
2886,245037,Eric García,21,Spain,76,83,14.0,Right,Normal (170-185),RES,182,76,4
2887,257502,G. Smal,24,Netherlands,69,74,2.0,Left,Normal (170-185),LB,183,83,3
2888,233396,I. Touré,24,Germany,66,72,1.3,Right,Lean (185+),SUB,188,76,3
2889,236600,J. Tanganga,23,England,74,82,9.0,Right,Normal (170-185),SUB,180,73,3
2890,253539,21 C. Caraza,34,Peru,65,65,0.25,Right,Normal (170-185),SUB,172,68,3
2891,220051,20 M. Miloš,26,Croatia,67,70,0.825,Right,Normal (170-185),SUB,175,72,3
2892,241162,J. Paintsil,24,Ghana,71,76,2.8,Right,Normal (170-),RW,169,70,3
2893,237453,A. Onaiwu,26,Japan,71,74,2.5,Right,Lean (170-185),SUB,180,75,3
2894,246258,L. Beltrán,21,Argentina,71,79,4.2,Right,Normal (170-185),RES,175,76,3
2895,240020,Ricardo Mangas,24,Portugal,71,78,3.6,Left,Lean (170-185),SUB,179,66,3
2896,230212,Zervandro,22,Brazil,78,78,14.5,Left,Normal (170-185),RCB,182,79,4
2897,257208,M. Balikwisha,21,Belgium,72,80,5.5,Right,Lean (170-185),LW,178,71,3
2898,261622,21 M. Sherif,24,Egypt,70,75,0,Left,Normal (185+),SUB,185,76,3
2899,266224,W. Velasco,22,Bolivia,65,72,1.5,Right,Lean (170-185),RM,182,71,3
2900,259101,J. Gazibegović,22,Bosnia and Herzegovina,68,73,1.7,Right,Normal (170-185),RB,174,67,3
2901,254412,A. Cossio,27,Peru,64,64,0.575,Left,Normal (170-185),SUB,184,79,2
2902,201895,D. Fagundez,27,Uruguay,72,72,2.5,Right,Normal (170-185),LM,173,64,3
2903,265445,J. Alarcón,19,Peru,65,75,1.5,Left,Lean (170-185),LCM,180,77,3
2904,147445,17 D. Bilyaletdinov,31,Russia,69,69,0.875,Left,Lean (185+),RES,185,77,3
2905,203672,C. Galano,31,Italy,67,67,0.85,Left,Stocky (170-),SUB,170,69,3
2906,202515,Jesé,29,Spain,72,72,2.3,Right,Stocky (170-185),LW,178,80,3
2907,211302,G. Lapadula,32,Peru,73,73,2.5,Left,Normal (170-185),LS,178,69,3
2908,194015,J. Börner,31,Germany,71,71,1.3,Left,Normal (185+),LCB,188,86,3
2909,194091,M. Jacobs,30,England,66,66,0.825,Right,Lean (170-185),LM,175,74,3
2910,255353,G. Kinda,28,Israel,69,69,1.4,Right,Normal (170-185),RES,173,66,3
2911,256502,A. Molinas,21,Argentina,73,81,7.0,Right,Lean (170-185),SUB,175,67,3
2912,233152,K. Itakura,25,Japan,75,80,7.5,Right,Lean (185+),RCB,188,74,4
2913,40898,13 S. Govou,32,France,69,69,0.4,Right,Normal (170-185),SUB,178,77,3
2914,184469,H. Arter,32,Republic of Ireland,65,65,0.475,Left,Normal (170-185),RES,176,70,3
2915,199580,C. Goldson,29,England,75,76,5.0,Right,Normal (185+),RCB,191,85,4
2916,215760,F. Martin,32,France,63,63,0.375,Left,Normal (170-185),SUB,180,84,2
2917,246723,B. Wiredu,22,England,65,71,1.1,Right,Lean (185+),CDM,191,70,3
2918,238379,N. Nartey,22,Denmark,69,76,2.8,Left,Normal (185+),SUB,185,81,3
2919,41635,16 P. Mexès,33,France,77,77,3.1,Right,Normal (185+),RCB,187,82,4
2920,202464,J. Clark,28,England,69,69,1.4,Right,Normal (170-185),RCM,176,73,3
2921,253444,A. Kalimuendo,20,France,76,82,12.0,Right,Stocky (170-185),SUB,175,78,4
2922,247026,A. Schäfer,23,Hungary,70,79,3.5,Right,Lean (170-185),RES,178,72,3
2923,194229,Hugo Mallo,31,Spain,77,77,7.5,Right,Normal (170-185),RB,173,69,4
2924,259664,R. García,28,Peru,69,69,1.4,Right,Normal (170-185),SUB,173,72,3
2925,269343,J. Podgórski,26,Poland,65,66,0.85,Right,Normal (170-185),LM,180,72,3
2926,222461,Rochinha,27,Portugal,75,75,6.0,Right,Normal (170-),SUB,169,63,4
2927,261714,21 Kong Qiqiang,22,China PR,67,70,1.4,Right,Normal (170-185),RCM,184,83,3
2928,239250,Abel Ruiz,22,Spain,74,83,9.5,Right,Normal (170-185),SUB,180,75,3
2929,263452,T. Gemicibaşi,26,Turkey,67,69,1.1,Left,Normal (170-185),CDM,180,70,3
2930,264766,Á. Urdaneta,32,Venezuela,64,64,0.45,Right,Normal (170-185),SUB,174,70,2
2931,252084,Marcos André,25,Brazil,73,76,4.1,Right,Normal (170-185),SUB,184,78,3
2932,236316,Y. Valery,23,France,71,79,4.0,Right,Lean (170-185),SUB,180,85,3
2933,245026,B. Lederman,22,Poland,67,78,2.3,Left,Lean (170-185),LCM,180,75,3
2934,264796,J. Concha,23,Peru,69,77,3.1,Right,Normal (170-185),RCM,175,69,3
2935,142822,21 J. Gutiérrez,36,Argentina,69,69,0.45,Right,Normal (170-185),SUB,184,73,3
2936,233442,J. Osei-Tutu,23,England,66,75,1.9,Right,Lean (170-185),SUB,176,75,3
2937,245388,J. Todibo,22,France,78,84,20.5,Right,Normal (185+),RCB,190,88,4
2938,169593,K. Lee,34,England,66,66,0.4,Right,Lean (170-185),SUB,178,76,3
2939,177633,Ángel,35,Spain,74,74,1.8,Right,Lean (170-185),LS,172,68,3
2940,235770,H. Pickering,23,England,69,75,2.1,Left,Lean (170-185),LB,183,78,3
